movieId,title,genres,genre_set,vec,year,rating
11,"American President, The (1995)",Comedy|Drama|Romance,"Set([""Comedy"", ""Romance"", ""Drama""])","[0.010439940728247166, 0.4434869587421417, 0.44921475648880005, 0.07331915944814682, 0.5978122353553772, 0.11742553859949112, 0.21977318823337555, 0.011438651010394096, 0.021217916160821915, 0.1797865778207779, 0.014409889467060566, 0.1297045648097992, 0.06787969172000885, 0.1380741447210312, 0.7546455264091492, 0.35137683153152466, 0.010563528165221214, 0.2461923211812973, 0.05566181242465973, 0.015421116724610329, 0.27919113636016846, 0.21043315529823303, 0.01529681496322155, 0.002713865600526333, 1.0090768337249756]",1995,6.8
12,Dracula: Dead and Loving It (1995),Comedy|Horror,"Set([""Comedy"", ""Horror""])","[0.0921749398112297, 0.0, 0.0, 0.0, 0.42426297068595886, 0.7656369805335999, 0.15829458832740784, 0.18106384575366974, 0.04667926952242851, 0.28558918833732605, 0.07804147899150848, 0.0, 0.4700985252857208, 0.1738976538181305, 0.5037210583686829, 0.10061480849981308, 0.26401007175445557, 0.04730529710650444, 0.08270187675952911, 0.01192518975585699, 0.6628961563110352, 0.0, 0.12077515572309494, 0.052891261875629425, 0.42329666018486023]",1995,5.9
13,Balto (1995),Adventure|Animation|Children,"Set([""Children"", ""Animation"", ""Adventure""])","[0.08440270274877548, 0.32461732625961304, 0.30778029561042786, 0.03131815046072006, 0.5053694248199463, 0.364875853061676, 0.18055906891822815, 0.24303193390369415, 0.07195998728275299, 0.00446229288354516, 0.08443302661180496, 0.13564330339431763, 0.09933102130889893, 0.14992645382881165, 0.8455999493598938, 0.21401678025722504, 0.26653799414634705, 0.3239825367927551, 0.23457704484462738, 0.034810736775398254, 0.2566816210746765, 0.05829399451613426, 0.0806003138422966, 0.06697768718004227, 0.6921334266662598]",1995,7.1
14,Nixon (1995),Drama,"Set([""Drama""])","[0.14163516461849213, 0.5704691410064697, 0.19236934185028076, 0.0, 0.4413173794746399, 0.02875424735248089, 0.28530099987983704, 0.2797652781009674, 0.013647928833961487, 0.22792349755764008, 0.07151688635349274, 0.3528750240802765, 0.4882619380950928, 0.34999871253967285, 0.4393702745437622, 0.00794682651758194, 0.04311179742217064, 0.16898231208324432, 0.2620958089828491, 0.07244674861431122, 0.13238070905208588, 0.4733090400695801, 0.21373668313026428, 0.03675949573516846, 0.824554443359375]",1995,7.1
15,Cutthroat Island (1995),Action|Adventure|Romance,"Set([""Romance"", ""Action"", ""Adventure""])","[0.027330046519637108, 0.1316239833831787, 0.0, 0.03701635077595711, 0.5273024439811707, 0.576836109161377, 0.06514009088277817, 0.05879643186926842, 0.04371153563261032, 0.09195943921804428, 0.018348993733525276, 0.0, 0.23697790503501892, 0.0, 0.474179208278656, 0.2216632068157196, 0.21273554861545563, 0.33300521969795227, 0.05645088478922844, 0.014465508982539177, 0.44564905762672424, 0.0, 0.0, 0.023055609315633774, 0.8139309287071228]",1995,5.7
16,Casino (1995),Crime|Drama,"Set([""Drama"", ""Crime""])","[0.08753586560487747, 0.3129679560661316, 0.15207628905773163, 0.015524812042713165, 0.21237163245677948, 0.0815451517701149, 0.44134721159935, 0.20632272958755493, 0.005562773440033197, 0.3039512634277344, 0.037059612572193146, 0.5967922806739807, 0.6995983719825745, 0.41987714171409607, 0.5330818295478821, 0.2084125578403473, 0.021107597276568413, 0.07097410410642624, 0.07352710515260696, 0.02241559326648712, 0.40362924337387085, 0.5012881755828857, 0.15405955910682678, 0.030582047998905182, 0.8665982484817505]",1995,8.2
17,Sense and Sensibility (1995),Drama|Romance,"Set([""Romance"", ""Drama""])","[0.0013063313672319055, 0.3566441535949707, 0.6594526171684265, 0.12836572527885437, 0.6039503812789917, 0.0037368852645158768, 0.2363666445016861, 0.09896096587181091, 0.015718383714556694, 0.377074271440506, 0.046276893466711044, 0.04784594848752022, 0.02871015854179859, 0.3895286023616791, 0.8383147120475769, 0.0, 0.023336749523878098, 0.41801944375038147, 0.45984891057014465, 0.10804460942745209, 0.0, 0.5566602945327759, 0.08588695526123047, 0.0934775173664093, 0.9223309755325317]",1995,7.6
18,Four Rooms (1995),Comedy,"Set([""Comedy""])","[0.0, 0.0, 0.0, 0.0, 0.2930067479610443, 0.2759456932544708, 0.5767325758934021, 0.21224378049373627, 0.006004197522997856, 0.3745640218257904, 0.004736213479191065, 0.18981625139713287, 1.0089247226715088, 0.15124063193798065, 0.6221292018890381, 0.15110079944133759, 0.07682283222675323, 0.067439004778862, 0.0, 0.0042109256610274315, 0.29979121685028076, 0.2410796880722046, 0.06189735233783722, 0.0015368455788120627, 0.7241663336753845]",1995,6.8
19,Ace Ventura: When Nature Calls (1995),Comedy,"Set([""Comedy""])","[0.08571859449148178, 0.236916646361351, 0.0, 0.0, 0.0738225057721138, 0.2843991219997406, 0.14463180303573608, 0.0, 0.012887687422335148, 0.35227712988853455, 0.02025808021426201, 0.14382843673229218, 0.6020855903625488, 0.1841600239276886, 0.7539750933647156, 0.23676703870296478, 0.07905953377485275, 0.0028342576697468758, 0.0, 0.01092479657381773, 1.1137248277664185, 0.0, 0.035692524164915085, 0.012338049709796906, 0.19428493082523346]",1995,6.4
20,Money Train (1995),Action|Comedy|Crime|Drama|Thriller,"Set([""Thriller"", ""Comedy"", ""Drama"", ""Crime"", ""Action""])","[0.01677768863737583, 0.3558928668498993, 0.009842040948569775, 0.033395763486623764, 0.5094764828681946, 0.37383002042770386, 0.1994200348854065, 0.0, 0.021242015063762665, 0.09795570373535156, 0.00996923353523016, 0.05291426181793213, 0.38673391938209534, 0.018747277557849884, 0.3233860731124878, 0.38948166370391846, 0.08153674006462097, 0.21055999398231506, 0.01642652042210102, 0.01089268084615469, 0.6065859794616699, 0.07286054641008377, 0.01563548482954502, 0.003845621831715107, 0.77414870262146]",1995,5.7
21,Get Shorty (1995),Comedy|Crime|Thriller,"Set([""Thriller"", ""Comedy"", ""Crime""])","[0.016057150438427925, 0.39424678683280945, 0.27068009972572327, 0.08210097998380661, 0.1790100485086441, 0.13047616183757782, 0.15693844854831696, 0.11449332535266876, 0.01046051550656557, 0.5177885890007019, 0.02906789444386959, 0.17833904922008514, 0.39967450499534607, 0.4275858700275421, 0.6122400760650635, 0.1100412979722023, 0.0012961301254108548, 0.11419593542814255, 0.19777318835258484, 0.062048207968473434, 0.176088348031044, 0.44873347878456116, 0.09737376123666763, 0.04310779273509979, 1.0018709897994995]",1995,6.9
22,Copycat (1995),Crime|Drama|Horror|Mystery|Thriller,"Set([""Thriller"", ""Mystery"", ""Drama"", ""Crime"", ""Horror""])","[0.029851458966732025, 0.4789934754371643, 0.19032831490039825, 0.07019326835870743, 0.5073524117469788, 0.19188793003559113, 0.18446189165115356, 0.06741027534008026, 0.007647307589650154, 0.14592333137989044, 0.0058376663364470005, 0.17207232117652893, 0.4068836569786072, 0.03594483062624931, 0.43764397501945496, 0.34500735998153687, 0.06479191035032272, 0.349793016910553, 0.09850107133388519, 0.013476328924298286, 0.3895479738712311, 0.22855888307094574, 0.02608500048518181, 0.011906933039426804, 0.9650349020957947]",1995,6.6
23,Assassins (1995),Action|Crime|Thriller,"Set([""Thriller"", ""Crime"", ""Action""])","[0.014494103379547596, 0.23450976610183716, 0.029486389830708504, 0.011905081570148468, 0.49390503764152527, 0.38169288635253906, 0.28576135635375977, 0.00032911202288232744, 0.025392161682248116, 0.10252510011196136, 0.004955046810209751, 0.12410354614257812, 0.4296262562274933, 0.047859031707048416, 0.3597043454647064, 0.3373371958732605, 0.08487816154956818, 0.21033820509910583, 0.0, 0.002263810485601425, 0.6285746097564697, 0.04804074391722679, 0.012432742863893509, 0.000668022723402828, 0.9161895513534546]",1995,6.3
24,Powder (1995),Drama|Sci-Fi,"Set([""Sci-Fi"", ""Drama""])","[0.02456805855035782, 0.32989510893821716, 0.048317886888980865, 0.05940797179937363, 0.6631425619125366, 0.28728511929512024, 0.3021166920661926, 0.13446353375911713, 0.016979530453681946, 0.0, 0.04205318167805672, 0.003672427963465452, 0.45473426580429077, 0.0, 0.5836222767829895, 0.17211520671844482, 0.11051680892705917, 0.37635064125061035, 0.054368119686841965, 0.020614515990018845, 0.26329323649406433, 0.1606815606355667, 0.035487785935401917, 0.015959348529577255, 0.8949490189552307]",1995,6.6
25,Leaving Las Vegas (1995),Drama|Romance,"Set([""Romance"", ""Drama""])","[0.04290751367807388, 0.5422787070274353, 0.03733892738819122, 0.0640806257724762, 0.21621036529541016, 0.002126188948750496, 0.23022876679897308, 0.20083871483802795, 0.0, 0.37907424569129944, 0.006828636862337589, 0.37355247139930725, 0.7502917051315308, 0.43848419189453125, 0.5988366007804871, 0.0, 0.0, 0.15729093551635742, 0.255386084318161, 0.09457527101039886, 0.08508377522230148, 0.8202966451644897, 0.15696412324905396, 0.05327964574098587, 0.7715120911598206]",1995,7.5
26,Othello (1995),Drama,"Set([""Drama""])","[0.0010292216902598739, 0.20850247144699097, 0.26492199301719666, 0.0732700452208519, 0.44581496715545654, 0.13602076470851898, 0.31817665696144104, 0.16794076561927795, 0.020564807578921318, 0.19462639093399048, 0.0760193020105362, 0.044987913221120834, 0.363246351480484, 0.31984251737594604, 0.6941419839859009, 0.048128001391887665, 0.03965716436505318, 0.3103731870651245, 0.30221065878868103, 0.12229044735431671, 0.0009451087098568678, 0.44338855147361755, 0.08682432025671005, 0.065412238240242, 1.0567322969436646]",1995,6.9
27,Now and Then (1995),Children|Drama,"Set([""Children"", ""Drama""])","[0.0, 0.30606478452682495, 0.21424321830272675, 0.09299518913030624, 0.7611950039863586, 0.3062732219696045, 0.3295358717441559, 0.06948722153902054, 0.005088064819574356, 0.16934289038181305, 0.0, 0.0468977615237236, 0.33501267433166504, 0.0, 0.8261218667030334, 0.4018963575363159, 0.13388577103614807, 0.370116263628006, 0.10274869203567505, 0.0007561988895758986, 0.3320070505142212, 0.18528878688812256, 0.002055804943665862, 0.0, 0.5499165058135986]",1995,6.8
28,Persuasion (1995),Drama|Romance,"Set([""Romance"", ""Drama""])","[0.025100568309426308, 0.178019717335701, 0.6347145438194275, 0.1663779616355896, 0.43535250425338745, 0.11393261700868607, 0.26156654953956604, 0.22631080448627472, 0.033938921988010406, 0.47744220495224, 0.0904189869761467, 0.09365081042051315, 0.06225630268454552, 0.40581363439559937, 0.7860357165336609, 0.07045663148164749, 0.05348016321659088, 0.39916884899139404, 0.48393574357032776, 0.1368289291858673, 0.0, 0.5080384016036987, 0.15244318544864655, 0.11891017109155655, 0.9598104357719421]",1995,8.9
29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,"Set([""Sci-Fi"", ""Mystery"", ""Fantasy"", ""Drama"", ""Adventure""])","[0.048344001173973083, 0.015766527503728867, 0.15786002576351166, 0.06065282225608826, 0.11939308047294617, 0.1281350702047348, 0.3889074921607971, 0.5288560390472412, 0.0022380552254617214, 0.501484215259552, 0.06689713895320892, 0.21454422175884247, 0.6746312379837036, 0.4360499083995819, 0.8028656244277954, 0.0, 0.09499021619558334, 0.14758549630641937, 0.3435470461845398, 0.08814110606908798, 0.0, 0.503294825553894, 0.20050764083862305, 0.10078251361846924, 0.9037706255912781]",1995,7.6
30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime|Drama,"Set([""Drama"", ""Crime""])","[0.09917221963405609, 0.2943076491355896, 0.3076711595058441, 0.15223678946495056, 0.24657028913497925, 0.16685065627098083, 0.3709866404533386, 0.4322006106376648, 0.02679540030658245, 0.38078251481056213, 0.14544948935508728, 0.19795235991477966, 0.4022015333175659, 0.4093972444534302, 0.5345497727394104, 0.05849269777536392, 0.05159024894237518, 0.37009477615356445, 0.42992398142814636, 0.21221823990345, 0.0051065972074866295, 0.5365645885467529, 0.2520710527896881, 0.1266191601753235, 0.8000503182411194]",1995,7.1
31,Dangerous Minds (1995),Drama,"Set([""Drama""])","[0.0031924541108310223, 0.3583451509475708, 0.1948923021554947, 0.07202167809009552, 0.7151076197624207, 0.2822587788105011, 0.31070759892463684, 0.033957622945308685, 0.01520571205765009, 0.08149658888578415, 0.015233922749757767, 0.03573665767908096, 0.3168678879737854, 0.002398435026407242, 0.6079829931259155, 0.34320876002311707, 0.07055780291557312, 0.32172805070877075, 0.06499587744474411, 0.015034554526209831, 0.4142377972602844, 0.2027091681957245, 0.030801910907030106, 0.004118631593883038, 0.7588074207305908]",1995,6.5
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller,"Set([""Sci-Fi"", ""Thriller"", ""Mystery""])","[0.06986190378665924, 0.10874132066965103, 0.14336919784545898, 0.0033789456356316805, 0.20432111620903015, 0.11698690056800842, 0.43874460458755493, 0.33599963784217834, 0.004367588087916374, 0.4200696051120758, 0.03764684125781059, 0.3617557883262634, 0.7450351119041443, 0.3850522041320801, 0.673797607421875, 0.0, 0.06586073338985443, 0.06288262456655502, 0.14821971952915192, 0.0025301151908934116, 0.17036525905132294, 0.4006100296974182, 0.1666092723608017, 0.05330783501267433, 1.0508309602737427]",1995,8.0
33,Wings of Courage (1995),Adventure|Romance|IMAX,"Set([""Romance"", ""IMAX"", ""Adventure""])","[0.07484585791826248, 0.14687205851078033, 0.41971471905708313, 0.0, 0.5662107467651367, 0.17922264337539673, 0.6982700228691101, 0.2644142210483551, 0.06200341880321503, 0.28450021147727966, 0.03972596302628517, 0.016062984243035316, 0.17191073298454285, 0.18754182755947113, 0.6751387119293213, 0.32670044898986816, 0.044344212859869, 0.18568792939186096, 0.03477821126580238, 0.0, 0.42536431550979614, 0.02634279429912567, 0.007947375997900963, 0.001513756113126874, 0.6368643045425415]",1995,6.4
34,Babe (1995),Children|Drama,"Set([""Children"", ""Drama""])","[0.10116664320230484, 0.828509509563446, 0.6145569086074829, 0.13708600401878357, 0.14524702727794647, 0.0736841931939125, 0.0, 0.22088177502155304, 0.03516649454832077, 0.28041690587997437, 0.08697416633367538, 0.02833458036184311, 0.0002889558090828359, 0.3519408404827118, 0.8857546448707581, 0.044217586517333984, 0.055748265236616135, 0.26901987195014954, 0.43111878633499146, 0.10496839135885239, 0.0541733056306839, 0.34351298213005066, 0.0894080176949501, 0.12380426377058029, 0.9228343963623047]",1995,6.7
35,Carrington (1995),Drama|Romance,"Set([""Romance"", ""Drama""])","[0.028375567868351936, 0.3017641305923462, 0.14686676859855652, 0.1510777473449707, 0.501152515411377, 0.13921530544757843, 0.22942903637886047, 0.28285470604896545, 0.011853373609483242, 0.2816963791847229, 0.10916747897863388, 0.0, 0.41759738326072693, 0.31281498074531555, 0.4916549026966095, 0.0, 0.04034721851348877, 0.371491014957428, 0.4791078567504883, 0.18275675177574158, 0.0, 0.6690033674240112, 0.2097727507352829, 0.12805107235908508, 0.8076410293579102]",1995,6.8
36,Dead Man Walking (1995),Crime|Drama,"Set([""Drama"", ""Crime""])","[0.018376484513282776, 0.5790982246398926, 0.32158440351486206, 0.09865707159042358, 0.4588008224964142, 0.006095116958022118, 0.29102933406829834, 0.16204234957695007, 9.898133430397138e-5, 0.29388877749443054, 0.04244444519281387, 0.243381530046463, 0.3656959533691406, 0.3848721385002136, 0.7168375849723816, 0.03172197937965393, 0.014731897972524166, 0.2566770017147064, 0.3122353255748749, 0.07406675070524216, 0.09503969550132751, 0.717231035232544, 0.11601227521896362, 0.0548894964158535, 0.9108160138130188]",1995,7.5
37,Across the Sea of Time (1995),Documentary|IMAX,"Set([""IMAX"", ""Documentary""])","[0.09635722637176514, 0.5273700952529907, 0.4728982746601105, 0.051686014980077744, 0.8070064187049866, 0.2871897220611572, 0.7598214149475098, 0.011748841032385826, 0.057520147413015366, 0.0, 0.059021685272455215, 0.170118048787117, 0.25734394788742065, 0.3911575973033905, 0.36817285418510437, 0.11830957233905792, 0.17988689243793488, 0.37806496024131775, 0.0, 0.01745137944817543, 0.20545139908790588, 0.13200223445892334, 0.0, 0.017354002222418785, 0.6286752820014954]",1995,6.1
38,It Takes Two (1995),Children|Comedy,"Set([""Comedy"", ""Children""])","[0.062420763075351715, 0.4038867652416229, 0.20607809722423553, 0.0705246552824974, 0.8900275826454163, 0.6567960381507874, 0.08123411238193512, 0.14445625245571136, 0.06765556335449219, 0.0, 0.06208212301135063, 0.0, 0.038386330008506775, 0.0, 0.6433435678482056, 0.5466861724853516, 0.2943568527698517, 0.567071795463562, 0.23586833477020264, 0.03691587597131729, 0.39816826581954956, 0.0, 0.030431604012846947, 0.046220049262046814, 0.14429707825183868]",1995,5.9
39,Clueless (1995),Comedy|Romance,"Set([""Comedy"", ""Romance""])","[0.05071389302611351, 0.39848318696022034, 0.5629274249076843, 0.17923998832702637, 0.22471816837787628, 0.1921035796403885, 0.0007981156813912094, 0.1857021450996399, 0.005537957884371281, 0.6148631572723389, 0.017775988206267357, 0.07071348279714584, 0.21635764837265015, 0.13363686203956604, 0.8415074944496155, 0.3831072151660919, 0.06233572959899902, 0.35202544927597046, 0.3295172154903412, 0.06724497675895691, 0.18481531739234924, 0.3461971879005432, 0.07992686331272125, 0.04999304190278053, 0.6655522584915161]",1995,6.8
40,"Cry, the Beloved Country (1995)",Drama,"Set([""Drama""])","[0.0015524931950494647, 0.33167049288749695, 0.29277369379997253, 0.13246949017047882, 0.5155826210975647, 0.20889461040496826, 0.33584079146385193, 0.20398066937923431, 0.034084219485521317, 0.2394796460866928, 0.14400418102741241, 0.0, 0.07361862808465958, 0.35299816727638245, 0.5820198655128479, 0.21842551231384277, 0.05805700644850731, 0.5251373052597046, 0.482899010181427, 0.22456908226013184, 0.0, 0.5067475438117981, 0.155234694480896, 0.09498810768127441, 0.9217041730880737]",1995,6.8
41,Richard III (1995),Drama|War,"Set([""War"", ""Drama""])","[0.04080196097493172, 0.14807218313217163, 0.34563136100769043, 0.10215526819229126, 0.2390981763601303, 0.10285462439060211, 0.2879486680030823, 0.3415462076663971, 0.019763587042689323, 0.46734821796417236, 0.09676019102334976, 0.19294321537017822, 0.31933313608169556, 0.4991609752178192, 0.6525883674621582, 0.0, 0.041929859668016434, 0.2169218212366104, 0.4233163893222809, 0.13772271573543549, 0.0, 0.5600409507751465, 0.19397857785224915, 0.11262375861406326, 1.026586890220642]",1995,7.4
42,Dead Presidents (1995),Action|Crime|Drama,"Set([""Drama"", ""Crime"", ""Action""])","[0.08870403468608856, 0.30921268463134766, 0.026914771646261215, 0.0760980173945427, 0.27430087327957153, 0.25332921743392944, 0.3016422390937805, 0.1981610655784607, 0.011997519060969353, 0.297311395406723, 0.03989455848932266, 0.3018730878829956, 0.6647006869316101, 0.18657849729061127, 0.3710663914680481, 0.2268706113100052, 0.09031454473733902, 0.2337356060743332, 0.153731569647789, 0.05327388271689415, 0.3809831142425537, 0.35743460059165955, 0.13016659021377563, 0.044197700917720795, 0.6692817211151123]",1995,6.9
43,Restoration (1995),Drama,"Set([""Drama""])","[0.039437487721443176, 0.24321673810482025, 0.19725927710533142, 0.06918961554765701, 0.4143407344818115, 0.21022143959999084, 0.3388700783252716, 0.16160356998443604, 0.018770817667245865, 0.25584036111831665, 0.04441392049193382, 0.1401168406009674, 0.44302070140838623, 0.1924532949924469, 0.5217798352241516, 0.13831929862499237, 0.06077983230352402, 0.4333721101284027, 0.25131258368492126, 0.13582424819469452, 0.10714557021856308, 0.3561614453792572, 0.06253059208393097, 0.04165703058242798, 0.9748233556747437]",1995,6.6
44,Mortal Kombat (1995),Action|Adventure|Fantasy,"Set([""Fantasy"", ""Action"", ""Adventure""])","[0.05763258412480354, 0.30678078532218933, 0.0, 0.0, 0.051413003355264664, 0.6367062926292419, 0.0, 0.021275250241160393, 0.016850564628839493, 0.15899989008903503, 0.0, 0.0, 0.3251783549785614, 0.0, 0.527643620967865, 0.16493865847587585, 0.26880162954330444, 0.22751949727535248, 0.039271775633096695, 0.0, 0.6755295395851135, 0.0, 0.0, 0.014352090656757355, 0.7448732256889343]",1995,5.8
45,To Die For (1995),Comedy|Drama|Thriller,"Set([""Thriller"", ""Comedy"", ""Drama""])","[0.113039530813694, 0.4595203101634979, 0.365434467792511, 0.1499699354171753, 0.13597653806209564, 0.14397500455379486, 0.059512659907341, 0.37314504384994507, 0.008328912779688835, 0.5373252630233765, 0.06202609837055206, 0.229215607047081, 0.4733854830265045, 0.28146326541900635, 0.5200337767601013, 0.09024881571531296, 0.06181428208947182, 0.25429123640060425, 0.3775653541088104, 0.08513811230659485, 0.03527155891060829, 0.6025208234786987, 0.21522657573223114, 0.08296388387680054, 0.7199395298957825]",1995,6.8
46,How to Make an American Quilt (1995),Drama|Romance,"Set([""Romance"", ""Drama""])","[0.0, 0.4721840023994446, 0.16073282063007355, 0.1359921395778656, 0.7915531992912292, 0.1953423023223877, 0.276009202003479, 0.024396078661084175, 0.009736609645187855, 0.10913752764463425, 0.030024342238903046, 0.0, 0.24669945240020752, 0.04581661894917488, 0.6656327247619629, 0.21684299409389496, 0.03553071990609169, 0.4178639054298401, 0.1895710527896881, 0.07053926587104797, 0.12423652410507202, 0.3635129928588867, 0.0259977076202631, 0.018359847366809845, 0.6872777342796326]",1995,6.3
47,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,"Set([""Thriller"", ""Mystery""])","[0.05575016513466835, 0.2763582170009613, 0.12743781507015228, 0.009915669448673725, 0.2680964767932892, 0.07354816049337387, 0.5005748271942139, 0.18950720131397247, 0.0, 0.28664496541023254, 0.0, 0.6146802306175232, 0.7823328971862793, 0.3020378649234772, 0.6387585997581482, 0.17882031202316284, 0.0451677180826664, 0.11702914535999298, 0.0611785426735878, 0.0, 0.36913636326789856, 0.4913116693496704, 0.0932406336069107, 0.011557775549590588, 0.9846965074539185]",1995,8.6
